bb_ped4_y,"y_{\mathrm{b},4,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 4th nearest neighbor in the back region in the relative coordinate system
bb_ped4_vx,"x_{\mathrm{b},4,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the back region in the relative coordinate system
bb_ped4_vy,"y_{\mathrm{b},4,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 4th nearest neighbor in the back region in the relative coordinate system
bb_ped5_x,"x_{\mathrm{b},5,t}^\mathrm{np}",x-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the back region in the relative coordinate system
bb_ped5_y,"y_{\mathrm{b},5,t}^\mathrm{np}",y-component of the relative position between the ego pedestrian and the 5th nearest neighbor in the back region in the relative coordinate system
bb_ped5_vx,"x_{\mathrm{b},5,t}^\mathrm{nv}",x-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the back region in the relative coordinate system
bb_ped5_vy,"y_{\mathrm{b},5,t}^\mathrm{nv}",y-component of the relative velocity between the ego pedestrian and the 5th nearest neighbor in the back region in the relative coordinate system
bb_ob_x,"x_{\mathrm{b},t}^\mathrm{op}",x-component of the relative position between the ego pedestrian and the nearest obstacle in the back region in the relative coordinate system
bb_ob_y,"y_{\mathrm{b},t}^\mathrm{op}",y-component of the relative position between the ego pedestrian and the nearest obstacle in the back region in the relative coordinate system
step_x,"x_{i,t}^\mathrm{m}","x-component of the displacement of the ego pedestrian in the next time step in the relative coordinate system, used as the prediction target"
step_y,"y_{i,t}^\mathrm{m}","y-component of the displacement of the ego pedestrian in the next time step in the relative coordinate system, used as the prediction target"
